id_person,Culture,Location,n_recordings,f0_mean_hz,f0_sd_hz,f1_mean_hz,f2_mean_hz,f3_mean_hz,f4_mean_hz,vtl_proxy_hz
15,Urban Toronto,Canada,1,220.6106767,105.4866157,753.158,2144.479,3054.324,4161.697,2128.6211027393433
15,Urban Wellington,New Zealand,1,240.3638511,77.02043664,654.353,1769.051,2789.494,3927.157,1887.074459223537
16,Jenu Kurubas,India,1,316.7393583,25.40203934,740.527,1598.955,3027.645,4116.916,1960.033635251748
16,Turku,Sweden,1,261.5324324,80.55804623,610.41,1752.317,2919.72,4063.639,1887.437848513453
16,Urban Beijing,China,1,193.4601128,72.47592747,615.437,1714.647,2862.654,3869.193,1848.9999303058398
16,Urban San Diego,USA,1,378.2715686,29.888336549999998,610.596,1889.875,3068.702,4068.706,1948.271668747168
16,Urban Toronto,Canada,1,165.3711111,72.97119903,731.026,1993.439,3116.589,4131.267,2081.251878802247
16,Urban Wellington,New Zealand,1,326.8047521,69.49038095,685.747,1932.493,3006.538,4084.497,2008.4997459356266
16,Vanuatu,Vanuatu,1,252.1519322,40.07020996,578.998,1695.938,2858.441,4032.381,1834.1905720279278
17,Jenu Kurubas,India,1,294.3420925,51.03952325,644.144,1784.145,2925.556,4041.631,1919.9704614105724
17,Turku,Finland,1,263.1152439,104.5777094,631.711,1775.213,2968.149,4072.895,1918.843058478185
17,Urban Beijing,China,1,274.8120879,75.85928945,562.891,1969.491,3133.967,4166.213,1950.5341060186227
17,Urban San Diego,USA,1,349.3783379,90.59709555,599.067,1845.325,2989.038,4115.304,1920.3058513255808
17,Urban Toronto,Canada,1,305.9795041,105.9025035,576.026,1822.792,3047.124,4043.804,1896.5524439774028
17,Urban Wellington,New Zealand,1,282.1872897,70.00476904,802.796,2064.937,3099.154,4118.614,2144.7494428867635
17,Vanuatu,Vanuatu,1,215.4733209,32.40512966,582.032,1755.025,2938.009,3941.69,1854.5623523544014
18,Jenu Kurubas,India,1,277.0492434,47.63399586,731.322,1735.071,2991.314,3959.38,1968.9231688942657
18,Quechua,Peru,1,227.8363855,41.21446504,666.188,1928.046,2985.951,4075.999,1988.4182272338667
18,Turku,Sweden,1,259.2311736,53.73290932,483.115,1816.452,2908.024,4060.074,1794.1204476821497
18,Urban Beijing,China,1,230.6961702,27.47432481,737.271,1803.295,3039.514,3983.923,2003.0982592148043
18,Urban San Diego,USA,1,293.5443455,83.97503961,595.238,1855.242,3049.431,4090.115,1926.4661684897585
18,Urban Toronto,Canada,1,271.0375,77.53795694,565.169,1963.408,2976.748,4029.872,1910.097573039025
18,Urban Wellington,New Zealand,1,267.9876897,95.7736932,460.752,1945.301,2929.23,3907.807,1789.7202612930505
19,Jenu Kurubas,India,1,252.7594488,56.96927474,631.505,1860.129,2873.717,4026.134,1920.0521289616859
19,Turku,Finland,1,246.7735714,77.61140507,584.624,1675.528,2984.218,4057.791,1855.8254984721448
19,Urban Beijing,China,1,212.155618,44.42086876,653.813,1748.366,3010.521,3818.258,1903.9178641672233
19,Urban San Diego,USA,1,279.6993386,89.19884334,633.057,1984.274,3000.685,4121.916,1985.367921016782
19,Urban Toronto,Canada,1,338.6352722,75.91663141,591.338,2020.519,3047.477,4067.215,1961.7066915037976
19,Vanuatu,Vanuatu,1,261.7024303,43.53326674,621.624,1854.17,2942.942,3993.223,1918.4286324807656
20,Jenu Kurubas,India,1,242.6573265,67.17030596,664.388,1881.437,3006.548,4126.003,1984.3911677023184
20,Turku,Sweden,1,204.9134624,49.0585958,458.467,1958.805,2929.503,4169.922,1819.9325429661383
20,Urban Beijing,China,1,245.3042492,54.80674183,569.562,1720.296,2994.351,4058.201,1857.56967128872
20,Urban San Diego,USA,1,300.397831,68.48026041,548.11,1975.034,2975.681,4052.618,1900.8204065266318
20,Urban Toronto,Canada,1,329.6302975,113.879784,647.594,1826.829,2873.475,4008.809,1921.3473040414217
20,Urban Wellington,New Zealand,1,188.8504895,72.86813497,634.393,1822.024,3011.09,4059.565,1938.7817718920924
20,Vanuatu,Vanuatu,1,272.1282927,67.59754541,734.738,1723.687,3014.544,4099.51,1989.0061287037581
21,Urban San Diego,USA,1,316.8984956,64.01975612,747.227,1878.737,3109.434,4191.003,2068.1377638846684
21,Urban Toronto,Canada,1,225.5623611,76.62655208,760.38,2041.361,3186.104,4229.361,2138.559316639721
21,Urban Wellington,New Zealand,1,319.0449206,79.31511872,503.991,1912.099,2987.225,4021.736,1844.6061928225859
22,Urban San Diego,USA,1,263.571044,50.86194694,700.754,1826.534,2980.956,4097.164,1988.4197357993626
22,Urban Toronto,Canada,1,220.2783696,76.2032009,472.017,1877.165,2999.454,4060.248,1812.440315125471
22,Urban Wellington,New Zealand,1,271.0279012,67.00648331,556.204,1928.297,2902.899,4012.534,1880.0295311932784
22,Vanuatu,Vanuatu,1,285.6692638,40.91744535,699.933,1868.853,2949.962,4131.589,1998.2107290016113
23,Urban San Diego,USA,1,296.1654447,94.29515086,680.026,2101.445,3039.666,4213.318,2068.3470562019393
23,Urban Toronto,Canada,1,298.9658859,75.62264379,662.871,1642.216,2932.185,3869.865,1874.720896710218
23,Urban Wellington,New Zealand,1,323.2948276,109.2341312,769.194,1920.825,2907.755,4030.802,2039.943979103963
24,Urban San Diego,USA,1,339.2920339,88.94040262,664.661,1987.58,2872.431,3846.48,1954.607111733419
24,Urban Toronto,Canada,1,240.0445246,70.96784679,605.825,1799.896,2874.145,3801.844,1857.9088029105446
24,Urban Wellington,New Zealand,1,263.794236,84.29642905,576.457,1849.758,2996.931,3999.492,1890.7793563536948
25,Urban Beijing,China,1,250.1625904,67.57606529,706.037,1609.526,2790.029,3788.448,1861.6536080328412
25,Urban San Diego,USA,1,271.7960909,86.34754941,596.76,1915.487,2910.82,3988.241,1908.6175572550808
25,Urban Toronto,Canada,1,231.5659898,81.08286408,525.47,1985.982,3017.264,4099.906,1895.5166835862642
25,Urban Wellington,New Zealand,1,327.7605747,103.0619264,541.519,1841.562,2859.614,3990.413,1836.6708203492858
26,Urban Beijing,China,1,243.3138356,48.3613196,713.292,1907.6,3075.957,4150.83,2041.585010692852
26,Urban San Diego,USA,1,303.5937186,94.91599764,695.631,1946.368,3052.722,4120.98,2031.5284641012342
26,Urban Toronto,Canada,1,303.0969679,85.47017689,558.775,1895.519,3011.803,4072.647,1898.528451579701
26,Urban Wellington,New Zealand,1,343.9714058,100.6750296,599.764,1816.064,2937.748,3995.042,1890.8708124330308
27,Urban Beijing,China,1,247.7626718,49.2630138,728.626,1611.92,2886.298,3930.006,1910.493799479777
27,Urban San Diego,USA,1,248.9126203,69.72699167,542.62,2118.296,2930.548,4182.352,1937.3717645202905
27,Urban Toronto,Canada,1,363.089422,124.5774231,655.802,1897.466,3045.64,4131.927,1989.273452231292
27,Urban Wellington,New Zealand,1,326.7703111,117.5735687,638.858,1888.011,2938.18,4090.613,1951.2769419156823
28,Urban Beijing,China,1,195.1719118,22.75587223,802.154,1723.606,2935.871,4067.602,2015.7784268063888
28,Urban San Diego,USA,1,264.9476208,95.06434218,632.922,1851.322,2934.513,3965.146,1921.5728045542596
28,Urban Toronto,Canada,1,307.8333257,108.5565655,623.493,1867.297,2904.383,3984.217,1915.845410427825
28,Urban Wellington,New Zealand,1,235.3682,64.01546237,647.697,1850.044,2932.724,4015.738,1938.1957039468818
29,Urban Beijing,China,1,198.6506931,16.62189973,594.218,1646.067,2854.074,3843.451,1809.8599610304498
29,Urban Toronto,Canada,1,252.5508805,86.91236813,604.309,1787.272,2796.641,3940.093,1857.369145300214
29,Urban Wellington,New Zealand,1,375.1845852,108.4660213,624.323,1633.231,2866.544,3967.005,1845.3110286530512
30,Urban Beijing,China,1,268.6974658,46.50292591,620.158,1738.147,2991.644,3940.981,1888.1034103934398
30,Urban Toronto,Canada,1,309.0745367,95.88317915,650.088,1871.124,3044.025,4096.066,1973.4333799204908
30,Urban Wellington,New Zealand,1,340.773843,93.79120102,621.969,1909.15,3039.773,4081.473,1959.145622051854
31,Urban Toronto,Canada,1,263.1577528,109.7038363,583.585,1880.223,3016.59,4083.979,1917.4688491326285
31,Urban Wellington,New Zealand,1,289.8850928,81.65826069,563.62,1914.536,3022.329,4103.232,1912.6232729172016
32,Urban Toronto,Canada,1,338.3739224,147.3484635,586.816,1821.73,2828.913,3983.34,1863.001615361054
32,Urban Wellington,New Zealand,1,277.338894,155.6646557,726.617,1754.894,2902.624,3964.544,1957.199593544408
33,Urban Toronto,Canada,1,342.4186628,104.9968213,505.104,1854.559,2989.29,4095.382,1840.2252360433497
33,Urban Wellington,New Zealand,1,261.54409450000003,56.96524881,597.877,1883.245,2978.548,4107.543,1926.5325357644315
34,Urban Toronto,Canada,1,282.9647732,103.2088021,558.673,1891.677,3038.452,4089.906,1903.67406486735
34,Urban Wellington,New Zealand,1,301.9760294,79.21156477,655.165,1918.736,2868.077,3859.504,1931.3992289848547
35,Urban Toronto,Canada,1,234.742,82.43210284,633.248,2090.378,3082.289,4148.935,2028.3932658651343
35,Urban Wellington,New Zealand,1,310.6807125,109.6191274,677.472,1894.853,2998.831,4119.451,1995.558904817087
36,Urban Toronto,Canada,1,215.3057426,87.62828851,703.514,1897.712,3136.67,4194.364,2047.1963515933624
36,Urban Wellington,New Zealand,1,333.7461212,107.8307354,656.766,1824.286,2931.608,3939.37,1928.6750601163308
37,Urban Toronto,Canada,1,261.3612315,79.72565523,506.736,2105.64,3063.81,4171.746,1921.703548788979
38,Urban Toronto,Canada,1,278.420625,90.80122004,571.189,1903.818,2956.191,4077.303,1902.7322763604427
38,Urban Wellington,New Zealand,1,393.2818842,97.50944901,674.51,1717.544,2999.325,3983.46,1928.8349337535026
39,Urban Toronto,Canada,1,309.3126039,96.87967924,541.58,2018.301,3075.913,4089.89,1925.6775047171243
39,Urban Wellington,New Zealand,1,317.216,89.34455169,615.63,1788.155,2994.531,4062.159,1912.945808151448
40,Urban Toronto,Canada,1,252.7111462,67.73798617,538.526,1964.588,2966.286,4043.118,1887.347631100588
40,Urban Wellington,New Zealand,1,287.9539259,69.5312416,667.672,1666.289,2919.562,4021.498,1901.0991279144223
41,Urban Toronto,Canada,1,270.6949138,93.95273408,675.203,1998.016,3039.737,4074.799,2021.8264855055093
41,Urban Wellington,New Zealand,1,317.7142404,98.56907939,589.611,1797.47,2758.597,3897.823,1837.3182985846515
42,Urban Toronto,Canada,1,310.2769231,121.1938325,638.392,1785.715,2952.054,4004.062,1915.9367528814787
42,Urban Wellington,New Zealand,1,231.0464341,33.69977466,601.353,1918.68,2814.058,4135.139,1914.2065451967119
43,Urban Toronto,Canada,1,277.536745,57.56319313,526.194,2057.315,2965.532,4004.96,1893.5940071038685
44,Urban Toronto,Canada,1,329.3132028,96.11984958,651.897,1909.008,3073.113,4090.034,1988.717267965661
45,Urban Toronto,Canada,1,314.7116667,111.529343,599.467,1898.718,2975.785,4071.793,1927.0955452859812
45,Urban Wellington,New Zealand,1,240.3390734,57.51851419,812.024,2121.759,3032.977,4084.417,2149.3939771902533
46,Urban Toronto,Canada,1,245.8539474,46.41231368,614.304,1956.427,3037.323,4009.878,1955.9929373458765
46,Urban Wellington,New Zealand,1,354.3195754,138.9291779,686.716,1804.289,2926.676,3948.737,1945.2661551286847
47,Urban Toronto,Canada,1,248.9799248,86.03602118,706.522,1991.368,3185.876,4139.082,2075.403420075243
47,Urban Wellington,New Zealand,1,329.7430474,121.0158331,691.68,1779.702,2916.009,3949.443,1940.4135749949533
48,Urban Toronto,Canada,1,292.6742442,105.1963909,613.95,1627.619,2979.927,3948.084,1851.6949451430085
48,Urban Wellington,New Zealand,1,309.1156452,105.6769754,579.49,1974.005,3082.641,3982.066,1935.7817878813805
49,Urban Toronto,Canada,1,351.2261009,72.51975548,664.894,1884.777,3049.694,4079.063,1987.0430044125692
49,Urban Wellington,New Zealand,1,266.6894479,82.29550669,686.918,1902.689,3018.366,4066.521,2001.3217071589384
50,Urban Toronto,Canada,1,208.4662832,54.07081793,602.849,1949.257,2968.582,4096.587,1944.2952711676185
50,Urban Wellington,New Zealand,1,253.7440275,111.9717724,616.086,1876.625,2868.452,3918.838,1898.6981785781843
52,Urban Wellington,New Zealand,1,209.0520047,68.70521639,613.993,1775.073,3035.858,4122.839,1921.8273377725552
53,Urban Wellington,New Zealand,1,257.8272755,91.12580966,758.736,2022.725,3085.79,4119.506,2101.6469408702255
54,Urban Wellington,New Zealand,1,321.1377174,114.5173979,639.733,1904.44,2968.552,4065.795,1958.231564898914
55,Urban Wellington,New Zealand,1,254.0656757,95.7610719,497.653,1834.552,2968.294,4051.165,1820.2702649296214
56,Urban Wellington,New Zealand,1,381.4118824,93.0330451,709.786,1742.137,2842.374,3875.166,1921.0794069821115
57,Urban Wellington,New Zealand,1,243.97316,69.37171573,604.606,1787.516,2712.203,3839.947,1831.6498434721375
